alert_id,date_detected,date_resolved,severity,alert_type,mitre_tactic,detection_source,source_ip,destination_ip,target_system,department,analyst_assigned,status,is_true_positive,resolution_time_hours
ALT-00388,2026-05-15 14:19:23,2026-05-17 03:12:11,Medium,Port Scan,Reconnaissance,Elastic SIEM,10.0.9.122,10.0.17.4,Finance ERP App,Finance,Sara Alzahrani,Resolved,Yes,36.88
ALT-00389,2026-05-15 16:32:58,2026-05-15 17:37:46,Low,Brute Force Login,Credential Access,EDR Agent,10.0.30.21,10.0.4.195,Finance ERP App,Finance,Nouf Al-Harbi,False Positive,No,1.08
ALT-00390,2026-05-15 21:15:51,2026-05-16 07:42:15,Medium,DDoS Traffic,Impact,Email Gateway,36.251.35.245,10.0.6.15,Domain Controller,IT,Omar Al-Dosari,Resolved,Yes,10.44
ALT-00391,2026-05-15 23:03:48,2026-05-16 11:19:24,High,C2 Communication,Command and Control,Firewall/IDS,198.183.14.181,10.0.22.92,VPN Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,12.26
ALT-00392,2026-05-16 15:08:12,2026-05-18 09:17:12,Medium,Policy Violation,N/A,EDR Agent,10.0.0.20,10.0.20.6,HR Portal,HR,Faisal Al-Qahtani,Resolved,Yes,42.15
ALT-00393,2026-05-16 16:27:07,2026-05-17 08:31:55,High,Brute Force Login,Credential Access,Elastic SIEM,48.255.8.162,10.0.16.149,Employee Workstation,Operations,Faisal Al-Qahtani,Resolved,Yes,16.08
ALT-00394,2026-05-16 17:34:09,2026-05-16 19:44:57,High,Malware Detected,Execution,EDR Agent,150.228.28.117,10.0.4.133,Sales CRM,Sales,Sara Alzahrani,False Positive,No,2.18
ALT-00395,2026-05-16 18:12:18,2026-05-19 23:44:42,Low,Unauthorized Access,Initial Access,Proxy Logs,122.225.197.87,10.0.5.129,Email Gateway,IT,Nouf Al-Harbi,Resolved,Yes,77.54
ALT-00396,2026-05-16 20:45:33,2026-05-17 09:52:45,High,Malware Detected,Execution,Proxy Logs,131.30.102.94,10.0.14.39,Domain Controller,IT,Omar Al-Dosari,Resolved,Yes,13.12
ALT-00397,2026-05-17 09:29:07,2026-05-18 14:38:43,Low,DDoS Traffic,Impact,Proxy Logs,140.124.233.142,10.0.4.100,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,29.16
ALT-00398,2026-05-17 09:56:45,2026-05-17 13:01:33,High,Malware Detected,Execution,Firewall/IDS,188.240.243.144,10.0.27.42,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,3.08
ALT-00399,2026-05-17 10:16:48,2026-05-20 09:42:00,Low,Data Exfiltration Attempt,Exfiltration,Proxy Logs,10.0.4.186,10.0.17.127,File Server,Operations,Omar Al-Dosari,Resolved,Yes,71.42
ALT-00400,2026-05-17 12:24:08,2026-05-19 11:54:44,Medium,Port Scan,Reconnaissance,Wireshark,111.245.248.89,10.0.29.146,Sales CRM,Sales,Lama Al-Ghamdi,Escalated,Yes,47.51
ALT-00401,2026-05-17 15:21:50,2026-05-18 14:03:50,Medium,Malicious Macro,Execution,EDR Agent,115.71.65.79,10.0.30.190,Domain Controller,IT,Omar Al-Dosari,Resolved,Yes,22.7
ALT-00402,2026-05-17 16:08:39,2026-05-17 22:24:51,Critical,Malicious Macro,Execution,Proxy Logs,38.64.162.165,10.0.2.117,VPN Gateway,IT,Omar Al-Dosari,Resolved,Yes,6.27
ALT-00403,2026-05-17 17:13:45,2026-05-18 11:25:45,High,Unauthorized Access,Initial Access,Firewall/IDS,43.216.141.12,10.0.0.87,File Server,Operations,Lama Al-Ghamdi,Resolved,Yes,18.2
ALT-00404,2026-05-18 10:01:16,2026-05-19 08:04:16,Low,Policy Violation,N/A,Proxy Logs,10.0.18.215,10.0.7.129,Executive Laptop,Executive,Omar Al-Dosari,Resolved,Yes,22.05
ALT-00405,2026-05-18 13:01:13,2026-05-19 00:44:25,High,Suspicious PowerShell,Execution,EDR Agent,119.169.196.194,10.0.23.37,POS Terminal,Sales,Sara Alzahrani,Resolved,Yes,11.72
ALT-00406,2026-05-18 13:51:37,2026-05-18 18:39:01,High,Malware Detected,Execution,Firewall/IDS,10.0.9.147,10.0.29.162,Domain Controller,IT,Faisal Al-Qahtani,Resolved,Yes,4.79
ALT-00407,2026-05-18 18:03:12,2026-05-19 09:35:36,Medium,Brute Force Login,Credential Access,Firewall/IDS,196.72.237.213,10.0.20.117,Finance ERP App,Finance,Omar Al-Dosari,Resolved,Yes,15.54
ALT-00408,2026-05-19 08:56:59,2026-05-22 19:22:47,Low,Policy Violation,N/A,Proxy Logs,10.0.8.143,10.0.3.45,POS Terminal,Sales,Lama Al-Ghamdi,Resolved,Yes,82.43
ALT-00409,2026-05-19 10:17:25,2026-05-20 04:11:25,High,Malware Detected,Execution,Proxy Logs,10.0.7.14,10.0.23.123,File Server,Operations,Omar Al-Dosari,Resolved,Yes,17.9
ALT-00410,2026-05-19 12:13:42,2026-05-19 13:11:54,High,Privilege Escalation,Privilege Escalation,EDR Agent,10.0.24.241,10.0.2.4,Finance ERP App,Finance,Faisal Al-Qahtani,False Positive,No,0.97
ALT-00411,2026-05-19 12:38:06,2026-05-20 02:30:54,High,Phishing Email,Initial Access,Wireshark,161.206.244.152,10.0.4.68,VPN Gateway,IT,Nouf Al-Harbi,Escalated,Yes,13.88
ALT-00412,2026-05-19 14:16:05,2026-05-20 12:29:53,Low,Port Scan,Reconnaissance,Wireshark,10.0.18.52,10.0.17.159,POS Terminal,Sales,Faisal Al-Qahtani,Resolved,Yes,22.23
ALT-00413,2026-05-19 18:56:45,,Medium,Phishing Email,Initial Access,EDR Agent,10.0.17.103,10.0.23.12,Database Server (SQL),IT,Sara Alzahrani,In Progress,Yes,
ALT-00414,2026-05-19 19:36:55,2026-05-20 16:56:43,Low,Port Scan,Reconnaissance,EDR Agent,10.0.18.248,10.0.14.165,Domain Controller,IT,Sara Alzahrani,Resolved,Yes,21.33
ALT-00415,2026-05-20 02:09:46,2026-05-20 20:04:22,High,Privilege Escalation,Privilege Escalation,EDR Agent,10.0.15.163,10.0.23.171,Finance ERP App,Finance,Lama Al-Ghamdi,Resolved,Yes,17.91
ALT-00416,2026-05-20 11:55:08,,Medium,Brute Force Login,Credential Access,Wireshark,57.80.162.18,10.0.17.138,Sales CRM,Sales,Omar Al-Dosari,In Progress,Yes,
ALT-00417,2026-05-20 14:17:52,,Medium,Port Scan,Reconnaissance,Wireshark,10.0.24.142,10.0.0.245,Executive Laptop,Executive,Lama Al-Ghamdi,In Progress,Yes,
ALT-00418,2026-05-20 19:41:19,2026-05-24 12:29:55,Low,Phishing Email,Initial Access,EDR Agent,10.0.28.211,10.0.13.108,Executive Laptop,Executive,Sara Alzahrani,Escalated,Yes,88.81
ALT-00419,2026-05-21 03:13:33,2026-05-21 20:43:33,Medium,Phishing Email,Initial Access,Firewall/IDS,114.175.161.210,10.0.7.242,Sales CRM,Sales,Omar Al-Dosari,Resolved,Yes,17.5
ALT-00420,2026-05-21 09:08:40,2026-05-21 18:36:52,High,Privilege Escalation,Privilege Escalation,Email Gateway,10.0.30.141,10.0.19.89,Email Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,9.47
ALT-00421,2026-05-21 10:28:29,2026-05-22 09:47:05,Medium,Unauthorized Access,Initial Access,Firewall/IDS,43.80.155.212,10.0.22.180,Sales CRM,Sales,Faisal Al-Qahtani,Resolved,Yes,23.31
ALT-00422,2026-05-21 13:40:28,2026-05-21 23:59:04,High,DDoS Traffic,Impact,Wireshark,10.0.24.189,10.0.15.59,Sales CRM,Sales,Lama Al-Ghamdi,Resolved,Yes,10.31
ALT-00423,2026-05-21 18:22:01,2026-05-21 22:25:01,High,Malicious Macro,Execution,Firewall/IDS,206.123.34.26,10.0.26.150,POS Terminal,Sales,Lama Al-Ghamdi,Resolved,Yes,4.05
ALT-00424,2026-05-22 11:47:43,2026-05-23 02:48:55,High,Unauthorized Access,Initial Access,Firewall/IDS,116.112.37.121,10.0.18.126,Employee Workstation,Operations,Faisal Al-Qahtani,Resolved,Yes,15.02
ALT-00425,2026-05-22 16:02:57,2026-05-23 00:44:57,High,Suspicious PowerShell,Execution,Firewall/IDS,183.9.145.243,10.0.2.57,Web Server 01,IT,Faisal Al-Qahtani,Resolved,Yes,8.7
ALT-00426,2026-05-22 16:34:31,2026-05-22 19:39:19,High,Privilege Escalation,Privilege Escalation,Elastic SIEM,98.13.242.68,10.0.30.169,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,3.08
ALT-00427,2026-05-22 17:05:40,2026-05-24 16:28:28,Medium,Brute Force Login,Credential Access,Email Gateway,178.185.112.119,10.0.24.162,Email Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,47.38
ALT-00428,2026-05-22 18:37:39,2026-05-23 12:39:27,High,Malware Detected,Execution,Proxy Logs,147.162.58.203,10.0.21.106,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,18.03
ALT-00429,2026-05-22 18:57:52,2026-05-22 21:50:04,Critical,Data Exfiltration Attempt,Exfiltration,Email Gateway,10.0.28.167,10.0.13.229,Email Gateway,IT,Sara Alzahrani,Resolved,Yes,2.87
ALT-00430,2026-05-22 23:56:21,2026-05-23 03:32:57,Critical,Malware Detected,Execution,Elastic SIEM,26.117.169.88,10.0.7.54,File Server,Operations,Lama Al-Ghamdi,Escalated,Yes,3.61
ALT-00431,2026-05-23 00:15:18,2026-05-23 18:32:06,High,Malware Detected,Execution,Wireshark,10.0.6.165,10.0.29.10,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,18.28
ALT-00432,2026-05-23 03:45:34,,High,Suspicious PowerShell,Execution,Email Gateway,193.68.170.45,10.0.20.196,Employee Workstation,Operations,Nouf Al-Harbi,In Progress,Yes,
ALT-00433,2026-05-23 04:57:34,,Critical,C2 Communication,Command and Control,Elastic SIEM,181.15.207.197,10.0.18.56,File Server,Operations,Sara Alzahrani,In Progress,Yes,
ALT-00434,2026-05-23 09:03:06,2026-05-26 04:40:18,Low,Port Scan,Reconnaissance,Proxy Logs,163.90.233.192,10.0.18.94,Web Server 01,IT,Nouf Al-Harbi,Resolved,Yes,67.62
ALT-00435,2026-05-23 09:37:42,2026-05-24 20:14:18,Medium,Malware Detected,Execution,Proxy Logs,10.0.17.98,10.0.20.204,Finance ERP App,Finance,Omar Al-Dosari,Resolved,Yes,34.61
ALT-00436,2026-05-23 11:12:43,2026-05-24 19:27:07,Low,Suspicious PowerShell,Execution,Firewall/IDS,51.255.233.106,10.0.13.92,HR Portal,HR,Sara Alzahrani,Resolved,Yes,32.24
ALT-00437,2026-05-23 13:09:05,2026-05-23 15:53:29,Critical,Privilege Escalation,Privilege Escalation,EDR Agent,64.15.207.219,10.0.14.144,HR Portal,HR,Lama Al-Ghamdi,Resolved,Yes,2.74
ALT-00438,2026-05-23 13:17:08,2026-05-24 02:38:08,High,Privilege Escalation,Privilege Escalation,Email Gateway,10.0.14.23,10.0.30.67,Employee Workstation,Operations,Nouf Al-Harbi,Resolved,Yes,13.35
ALT-00439,2026-05-23 13:21:53,,Low,Suspicious PowerShell,Execution,Proxy Logs,10.0.3.46,10.0.6.250,POS Terminal,Sales,Faisal Al-Qahtani,In Progress,Yes,
ALT-00440,2026-05-23 18:25:07,2026-05-25 06:24:31,Medium,Brute Force Login,Credential Access,Wireshark,174.89.33.151,10.0.4.192,Database Server (SQL),IT,Lama Al-Ghamdi,Resolved,Yes,35.99
ALT-00441,2026-05-23 21:14:26,2026-05-26 07:35:26,Low,Unauthorized Access,Initial Access,Proxy Logs,125.11.124.12,10.0.4.148,Database Server (SQL),IT,Omar Al-Dosari,Resolved,Yes,58.35
ALT-00442,2026-05-24 11:48:32,2026-05-25 20:29:56,Medium,Malicious Macro,Execution,Firewall/IDS,10.0.12.254,10.0.19.16,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,32.69
ALT-00443,2026-05-24 18:40:31,2026-05-28 00:02:07,Low,Malicious Macro,Execution,Firewall/IDS,147.48.232.81,10.0.5.241,Web Server 01,IT,Lama Al-Ghamdi,Escalated,Yes,77.36
ALT-00444,2026-05-25 03:05:51,2026-05-25 18:20:51,High,Malicious Macro,Execution,Email Gateway,159.51.227.129,10.0.18.208,Email Gateway,IT,Omar Al-Dosari,Resolved,Yes,15.25
ALT-00445,2026-05-25 10:51:02,,High,Phishing Email,Initial Access,EDR Agent,99.74.75.121,10.0.9.156,Executive Laptop,Executive,Lama Al-Ghamdi,In Progress,Yes,
ALT-00446,2026-05-25 11:43:19,2026-05-26 11:34:55,Medium,C2 Communication,Command and Control,Elastic SIEM,38.233.212.227,10.0.20.149,Web Server 01,IT,Sara Alzahrani,Resolved,Yes,23.86
ALT-00447,2026-05-25 13:08:29,2026-05-26 06:30:05,High,Privilege Escalation,Privilege Escalation,Wireshark,10.0.28.182,10.0.16.101,Email Gateway,IT,Nouf Al-Harbi,Resolved,Yes,17.36
ALT-00448,2026-05-25 15:48:03,,Critical,C2 Communication,Command and Control,Firewall/IDS,27.122.81.80,10.0.17.5,Web Server 01,IT,Omar Al-Dosari,In Progress,Yes,
ALT-00449,2026-05-25 16:52:48,2026-05-25 22:12:00,Critical,DDoS Traffic,Impact,Firewall/IDS,82.20.164.98,10.0.29.205,File Server,Operations,Omar Al-Dosari,Resolved,Yes,5.32
ALT-00450,2026-05-25 18:12:45,2026-05-26 01:12:45,Critical,Malicious Macro,Execution,Firewall/IDS,10.0.14.164,10.0.26.95,Domain Controller,IT,Sara Alzahrani,Escalated,Yes,7.0
ALT-00451,2026-05-25 18:33:19,2026-05-26 03:39:19,High,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,10.0.22.234,10.0.14.20,Email Gateway,IT,Omar Al-Dosari,Escalated,Yes,9.1
ALT-00452,2026-05-26 08:48:41,2026-05-28 08:01:53,Medium,Malicious Macro,Execution,Proxy Logs,168.119.179.77,10.0.9.172,Executive Laptop,Executive,Sara Alzahrani,Resolved,Yes,47.22
ALT-00453,2026-05-26 16:17:51,,Medium,Phishing Email,Initial Access,Elastic SIEM,10.0.10.231,10.0.12.170,VPN Gateway,IT,Lama Al-Ghamdi,In Progress,Yes,
ALT-00454,2026-05-27 08:47:01,2026-05-30 08:25:25,Low,Unauthorized Access,Initial Access,Wireshark,10.0.1.92,10.0.17.88,HR Portal,HR,Sara Alzahrani,Escalated,Yes,71.64
ALT-00455,2026-05-27 11:08:05,2026-05-28 01:54:17,High,Malware Detected,Execution,Wireshark,10.0.23.52,10.0.7.110,Domain Controller,IT,Lama Al-Ghamdi,Resolved,Yes,14.77
ALT-00456,2026-05-27 12:15:14,2026-05-28 09:39:50,Medium,Malware Detected,Execution,Proxy Logs,10.0.6.61,10.0.16.156,File Server,Operations,Lama Al-Ghamdi,Resolved,Yes,21.41
ALT-00457,2026-05-27 12:37:34,2026-05-28 06:41:46,High,Suspicious PowerShell,Execution,EDR Agent,10.0.8.98,10.0.29.59,File Server,Operations,Nouf Al-Harbi,Resolved,Yes,18.07
ALT-00458,2026-05-28 01:54:20,2026-05-28 03:21:20,Low,Port Scan,Reconnaissance,Firewall/IDS,10.0.24.13,10.0.28.186,VPN Gateway,IT,Sara Alzahrani,False Positive,No,1.45
ALT-00459,2026-05-28 07:01:37,2026-05-29 03:41:13,Low,Suspicious PowerShell,Execution,Firewall/IDS,185.222.152.147,10.0.4.27,Database Server (SQL),IT,Sara Alzahrani,Escalated,Yes,20.66
ALT-00460,2026-05-28 07:16:05,2026-05-31 07:37:05,Low,Port Scan,Reconnaissance,Email Gateway,125.96.35.47,10.0.4.76,Sales CRM,Sales,Nouf Al-Harbi,Resolved,Yes,72.35
ALT-00461,2026-05-28 08:47:39,2026-05-28 09:29:39,High,C2 Communication,Command and Control,EDR Agent,36.52.95.94,10.0.10.52,VPN Gateway,IT,Sara Alzahrani,False Positive,No,0.7
ALT-00462,2026-05-28 11:05:34,2026-05-28 12:56:34,Medium,Privilege Escalation,Privilege Escalation,Firewall/IDS,68.111.245.54,10.0.27.234,Email Gateway,IT,Omar Al-Dosari,False Positive,No,1.85
ALT-00463,2026-05-28 11:44:53,2026-05-28 22:00:29,Medium,Privilege Escalation,Privilege Escalation,Email Gateway,130.234.196.234,10.0.21.48,VPN Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,10.26
ALT-00464,2026-05-28 15:38:42,2026-05-29 05:54:18,High,Malware Detected,Execution,Proxy Logs,168.178.206.18,10.0.1.9,Sales CRM,Sales,Lama Al-Ghamdi,Resolved,Yes,14.26
ALT-00465,2026-05-29 09:14:15,2026-05-29 13:28:39,High,Privilege Escalation,Privilege Escalation,Wireshark,10.0.11.222,10.0.29.85,File Server,Operations,Faisal Al-Qahtani,Resolved,Yes,4.24
ALT-00466,2026-05-29 12:20:38,,Critical,Privilege Escalation,Privilege Escalation,Wireshark,10.0.22.164,10.0.15.249,HR Portal,HR,Omar Al-Dosari,In Progress,Yes,
ALT-00467,2026-05-29 14:02:35,2026-05-29 16:43:23,Critical,Policy Violation,N/A,Email Gateway,187.233.174.94,10.0.26.15,Employee Workstation,Operations,Lama Al-Ghamdi,False Positive,No,2.68
ALT-00468,2026-05-29 17:26:28,2026-06-02 16:05:28,Low,Malicious Macro,Execution,Wireshark,157.216.231.11,10.0.0.210,Sales CRM,Sales,Faisal Al-Qahtani,Resolved,Yes,94.65
ALT-00469,2026-05-29 17:43:26,2026-05-30 23:00:14,Medium,Unauthorized Access,Initial Access,Wireshark,10.0.9.52,10.0.2.108,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,29.28
ALT-00470,2026-05-30 11:07:50,2026-05-31 05:39:38,High,Malware Detected,Execution,EDR Agent,10.0.11.74,10.0.6.113,Database Server (SQL),IT,Faisal Al-Qahtani,Resolved,Yes,18.53
ALT-00471,2026-05-30 11:10:48,2026-06-01 07:54:36,Medium,DDoS Traffic,Impact,EDR Agent,91.112.131.171,10.0.15.245,Employee Workstation,Operations,Sara Alzahrani,Resolved,Yes,44.73
ALT-00472,2026-05-30 12:22:16,2026-05-30 13:48:40,High,Suspicious PowerShell,Execution,Elastic SIEM,120.23.42.107,10.0.28.182,Sales CRM,Sales,Sara Alzahrani,False Positive,No,1.44
ALT-00473,2026-05-30 14:29:55,2026-05-30 20:27:31,Critical,Privilege Escalation,Privilege Escalation,Proxy Logs,47.127.98.49,10.0.17.116,File Server,Operations,Sara Alzahrani,Resolved,Yes,5.96
ALT-00474,2026-05-30 14:57:06,2026-05-30 15:27:42,Medium,DDoS Traffic,Impact,Elastic SIEM,10.0.23.153,10.0.7.127,Database Server (SQL),IT,Omar Al-Dosari,False Positive,No,0.51
ALT-00475,2026-05-30 15:59:17,2026-05-31 02:47:53,Low,Port Scan,Reconnaissance,Firewall/IDS,117.198.170.16,10.0.8.246,File Server,Operations,Nouf Al-Harbi,Resolved,Yes,10.81
ALT-00476,2026-05-30 18:31:29,2026-05-30 21:29:05,Low,Suspicious PowerShell,Execution,Proxy Logs,10.0.20.82,10.0.4.114,Database Server (SQL),IT,Lama Al-Ghamdi,False Positive,No,2.96
ALT-00477,2026-05-31 11:57:25,2026-05-31 14:34:01,Medium,Unauthorized Access,Initial Access,EDR Agent,166.158.63.165,10.0.17.23,File Server,Operations,Nouf Al-Harbi,False Positive,No,2.61
ALT-00478,2026-05-31 14:31:35,2026-05-31 16:53:11,Medium,Data Exfiltration Attempt,Exfiltration,Wireshark,10.0.23.238,10.0.23.217,POS Terminal,Sales,Nouf Al-Harbi,False Positive,No,2.36
ALT-00479,2026-05-31 16:26:50,,Critical,C2 Communication,Command and Control,EDR Agent,152.185.15.114,10.0.4.199,VPN Gateway,IT,Omar Al-Dosari,In Progress,Yes,
ALT-00480,2026-05-31 17:02:36,2026-05-31 23:35:00,Medium,DDoS Traffic,Impact,Firewall/IDS,10.0.23.134,10.0.17.150,VPN Gateway,IT,Omar Al-Dosari,Resolved,Yes,6.54
ALT-00481,2026-06-01 01:41:08,2026-06-01 08:17:44,Critical,Data Exfiltration Attempt,Exfiltration,Email Gateway,34.153.161.143,10.0.17.6,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,6.61
ALT-00482,2026-06-01 04:34:13,2026-06-01 06:18:01,Medium,Malicious Macro,Execution,Proxy Logs,150.83.214.211,10.0.4.82,Finance ERP App,Finance,Faisal Al-Qahtani,False Positive,No,1.73
ALT-00483,2026-06-01 09:12:57,,Critical,Data Exfiltration Attempt,Exfiltration,Wireshark,10.0.5.72,10.0.3.180,VPN Gateway,IT,Nouf Al-Harbi,In Progress,Yes,
ALT-00484,2026-06-01 13:52:24,2026-06-02 08:54:48,Medium,Suspicious PowerShell,Execution,Proxy Logs,10.0.0.58,10.0.23.7,Web Server 01,IT,Sara Alzahrani,Resolved,Yes,19.04
ALT-00485,2026-06-01 16:25:12,,High,Data Exfiltration Attempt,Exfiltration,Email Gateway,10.0.4.185,10.0.27.111,Executive Laptop,Executive,Sara Alzahrani,In Progress,Yes,
ALT-00486,2026-06-02 09:57:40,2026-06-02 11:27:04,Critical,DDoS Traffic,Impact,Elastic SIEM,103.212.89.52,10.0.4.203,Database Server (SQL),IT,Lama Al-Ghamdi,Resolved,Yes,1.49
ALT-00487,2026-06-02 12:46:47,2026-06-03 06:17:23,Low,Unauthorized Access,Initial Access,Firewall/IDS,184.105.226.179,10.0.11.229,Email Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,17.51
ALT-00488,2026-06-02 12:48:59,2026-06-02 17:59:47,High,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,159.151.73.77,10.0.21.229,File Server,Operations,Omar Al-Dosari,Resolved,Yes,5.18
ALT-00489,2026-06-03 05:45:46,2026-06-03 20:12:10,High,Malicious Macro,Execution,EDR Agent,150.81.193.141,10.0.12.13,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,14.44
ALT-00490,2026-06-03 10:16:57,2026-06-04 10:49:21,Medium,Phishing Email,Initial Access,Email Gateway,159.178.165.188,10.0.14.72,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,24.54
ALT-00491,2026-06-03 10:46:28,,Medium,Phishing Email,Initial Access,Proxy Logs,134.119.122.80,10.0.30.209,File Server,Operations,Faisal Al-Qahtani,In Progress,Yes,
ALT-00492,2026-06-03 12:22:56,,High,Malicious Macro,Execution,Proxy Logs,202.39.1.221,10.0.29.252,Database Server (SQL),IT,Nouf Al-Harbi,In Progress,Yes,
ALT-00493,2026-06-03 13:25:29,,Medium,DDoS Traffic,Impact,Wireshark,95.212.43.30,10.0.26.242,Sales CRM,Sales,Nouf Al-Harbi,In Progress,Yes,
ALT-00494,2026-06-03 13:40:58,,Medium,Data Exfiltration Attempt,Exfiltration,Firewall/IDS,181.16.60.250,10.0.10.90,Web Server 01,IT,Sara Alzahrani,In Progress,Yes,
ALT-00495,2026-06-03 15:19:00,2026-06-04 12:40:00,Low,Port Scan,Reconnaissance,Wireshark,131.202.127.42,10.0.22.190,Executive Laptop,Executive,Sara Alzahrani,Resolved,Yes,21.35
ALT-00496,2026-06-03 16:17:51,,Low,Malicious Macro,Execution,EDR Agent,10.0.9.84,10.0.3.22,Employee Workstation,Operations,Lama Al-Ghamdi,In Progress,Yes,
ALT-00497,2026-06-04 08:15:56,2026-06-04 08:33:20,Critical,Malware Detected,Execution,Email Gateway,75.252.210.196,10.0.17.33,File Server,Operations,Nouf Al-Harbi,False Positive,No,0.29
ALT-00498,2026-06-04 10:52:31,2026-06-04 17:21:19,High,Phishing Email,Initial Access,EDR Agent,65.191.95.181,10.0.4.52,POS Terminal,Sales,Lama Al-Ghamdi,Resolved,Yes,6.48
ALT-00499,2026-06-04 11:14:42,2026-06-07 10:17:42,Low,Suspicious PowerShell,Execution,Firewall/IDS,166.200.16.47,10.0.19.83,VPN Gateway,IT,Nouf Al-Harbi,Resolved,Yes,71.05
ALT-00500,2026-06-04 11:24:05,,Medium,Privilege Escalation,Privilege Escalation,Firewall/IDS,10.0.24.210,10.0.24.225,Employee Workstation,Operations,Nouf Al-Harbi,In Progress,Yes,
ALT-00501,2026-06-04 12:26:42,2026-06-04 13:45:18,Medium,Malicious Macro,Execution,Email Gateway,150.60.144.30,10.0.25.29,Finance ERP App,Finance,Lama Al-Ghamdi,False Positive,No,1.31
ALT-00502,2026-06-04 12:54:58,2026-06-04 15:54:22,Critical,Privilege Escalation,Privilege Escalation,Proxy Logs,23.242.219.86,10.0.0.47,HR Portal,HR,Sara Alzahrani,Resolved,Yes,2.99
ALT-00503,2026-06-04 14:31:43,2026-06-04 15:44:19,Low,Policy Violation,N/A,Wireshark,122.139.105.48,10.0.0.42,Employee Workstation,Operations,Omar Al-Dosari,False Positive,No,1.21
ALT-00504,2026-06-04 14:37:57,2026-06-06 04:55:57,Medium,DDoS Traffic,Impact,Wireshark,33.238.4.18,10.0.12.171,Finance ERP App,Finance,Sara Alzahrani,Resolved,Yes,38.3
ALT-00505,2026-06-04 14:47:15,2026-06-04 16:45:27,High,C2 Communication,Command and Control,Proxy Logs,10.0.14.243,10.0.21.39,HR Portal,HR,Sara Alzahrani,False Positive,No,1.97
ALT-00506,2026-06-04 18:05:45,2026-06-04 22:29:45,Critical,Malicious Macro,Execution,Elastic SIEM,22.175.61.253,10.0.27.110,Database Server (SQL),IT,Faisal Al-Qahtani,Resolved,Yes,4.4
ALT-00507,2026-06-04 18:46:25,2026-06-05 10:06:13,Medium,Data Exfiltration Attempt,Exfiltration,Email Gateway,10.0.4.88,10.0.2.123,Executive Laptop,Executive,Sara Alzahrani,Resolved,Yes,15.33
ALT-00508,2026-06-05 17:46:36,2026-06-08 14:13:36,Low,C2 Communication,Command and Control,Firewall/IDS,10.0.21.188,10.0.7.125,File Server,Operations,Lama Al-Ghamdi,Resolved,Yes,68.45
ALT-00509,2026-06-05 18:17:38,,Critical,DDoS Traffic,Impact,Proxy Logs,10.0.23.189,10.0.29.247,Email Gateway,IT,Lama Al-Ghamdi,In Progress,Yes,
ALT-00510,2026-06-05 18:33:00,,Low,DDoS Traffic,Impact,Proxy Logs,10.0.3.229,10.0.3.192,Finance ERP App,Finance,Sara Alzahrani,In Progress,Yes,
ALT-00511,2026-06-05 22:46:32,2026-06-06 02:17:08,High,Suspicious PowerShell,Execution,Proxy Logs,10.0.6.239,10.0.4.111,Executive Laptop,Executive,Faisal Al-Qahtani,Resolved,Yes,3.51
ALT-00512,2026-06-06 04:10:15,2026-06-06 07:26:27,Critical,Malicious Macro,Execution,Email Gateway,10.0.22.10,10.0.21.83,HR Portal,HR,Faisal Al-Qahtani,Resolved,Yes,3.27
ALT-00513,2026-06-06 13:28:00,2026-06-06 16:31:00,High,Brute Force Login,Credential Access,Elastic SIEM,10.0.12.114,10.0.23.109,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,3.05
ALT-00514,2026-06-06 14:20:23,2026-06-06 14:44:23,High,Malicious Macro,Execution,EDR Agent,10.0.13.116,10.0.17.144,Finance ERP App,Finance,Nouf Al-Harbi,False Positive,No,0.4
ALT-00515,2026-06-06 18:50:54,2026-06-07 08:38:18,High,Privilege Escalation,Privilege Escalation,EDR Agent,139.86.228.245,10.0.3.125,Web Server 01,IT,Sara Alzahrani,Resolved,Yes,13.79
ALT-00516,2026-06-07 09:14:46,2026-06-07 11:54:22,Critical,Privilege Escalation,Privilege Escalation,Wireshark,207.1.48.48,10.0.16.234,Domain Controller,IT,Faisal Al-Qahtani,Resolved,Yes,2.66
ALT-00517,2026-06-07 10:19:06,2026-06-07 16:10:42,Critical,Suspicious PowerShell,Execution,Email Gateway,10.0.22.214,10.0.20.64,Finance ERP App,Finance,Omar Al-Dosari,Resolved,Yes,5.86
